batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label
223,3,657,"RT @###### night time falls. im ""corie latin"" now. a man of intrigue. i place a bird feather into my glass of scotch and i never do posts ab&#8230;",A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
223,3,657,"RT @###### night time falls. im ""corie latin"" now. a man of intrigue. i place a bird feather into my glass of scotch and i never do posts ab&#8230;",B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
223,3,657,"RT @###### night time falls. im ""corie latin"" now. a man of intrigue. i place a bird feather into my glass of scotch and i never do posts ab&#8230;",C.HS,NH,NH,NH,NH,NH,NH
223,3,657,"RT @###### night time falls. im ""corie latin"" now. a man of intrigue. i place a bird feather into my glass of scotch and i never do posts ab&#8230;",C.OL,NO,NO,NO,NO,NO,NO
223,4,2044,"WTMF is Murica? You say it, you should be thunderpunched in the throat, or sole stomped.",A,"OL,HS","OL, HS","OL, HS","OL,HS","OL, HS","OL, HS"
223,4,2044,"WTMF is Murica? You say it, you should be thunderpunched in the throat, or sole stomped.",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
223,4,2044,"WTMF is Murica? You say it, you should be thunderpunched in the throat, or sole stomped.",C.HS,HS,NH,HS,HS,NH,HS
223,4,2044,"WTMF is Murica? You say it, you should be thunderpunched in the throat, or sole stomped.",C.OL,OL,OL,OL,OL,OL,OL
223,5,2652,RT @###### EDM music is trash af and annoying,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
223,5,2652,RT @###### EDM music is trash af and annoying,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
223,5,2652,RT @###### EDM music is trash af and annoying,C.HS,NH,NH,NH,NH,NH,NH
223,5,2652,RT @###### EDM music is trash af and annoying,C.OL,OL,OL,OL,OL,OL,OL
223,6,554,@###### I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
223,6,554,@###### I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
223,6,554,@###### I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon,C.HS,HS,HS,HS,HS,HS,HS
223,6,554,@###### I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon,C.OL,OL,OL,OL,OL,OL,OL
224,1,1375,When did it become cool to ne stupid? This teabagger debate is slim on facts at best.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
224,1,1375,When did it become cool to ne stupid? This teabagger debate is slim on facts at best.,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
224,1,1375,When did it become cool to ne stupid? This teabagger debate is slim on facts at best.,C.HS,NH,NH,NH,NH,NH,NH
224,1,1375,When did it become cool to ne stupid? This teabagger debate is slim on facts at best.,C.OL,OL,OL,OL,OL,OL,OL
224,2,1680,"Well gahdamn. RT @###### Wooooow &#8220;@###### ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
224,2,1680,"Well gahdamn. RT @###### Wooooow &#8220;@###### ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
224,2,1680,"Well gahdamn. RT @###### Wooooow &#8220;@###### ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;",C.HS,HS,HS,HS,HS,HS,HS
224,2,1680,"Well gahdamn. RT @###### Wooooow &#8220;@###### ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;",C.OL,OL,OL,OL,OL,OL,OL
224,3,2443,@###### good enough fag,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
224,3,2443,@###### good enough fag,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
224,3,2443,@###### good enough fag,C.HS,HS,HS,HS,HS,HS,HS
224,3,2443,@###### good enough fag,C.OL,OL,OL,OL,OL,OL,OL
224,4,785,@###### @###### I am that queer gnarles Charles and no it wasn't me,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
224,4,785,@###### @###### I am that queer gnarles Charles and no it wasn't me,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
224,4,785,@###### @###### I am that queer gnarles Charles and no it wasn't me,C.HS,NH,NH,NH,NH,NH,NH
224,4,785,@###### @###### I am that queer gnarles Charles and no it wasn't me,C.OL,OL,OL,OL,OL,OL,OL
224,5,2196,this guy is the biggest faggot omfg,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
224,5,2196,this guy is the biggest faggot omfg,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
224,5,2196,this guy is the biggest faggot omfg,C.HS,HS,HS,HS,HS,HS,HS
224,5,2196,this guy is the biggest faggot omfg,C.OL,OL,OL,OL,OL,OL,OL
224,6,314,@###### your a big yute to be having slits in your brows my darg lol drop it out,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
224,6,314,@###### your a big yute to be having slits in your brows my darg lol drop it out,B,"HS, OL","NH, OL","NH, OL","HS, OL","NH, OL","NH, OL"
224,6,314,@###### your a big yute to be having slits in your brows my darg lol drop it out,C.HS,NH,NH,NH,NH,NH,NH
224,6,314,@###### your a big yute to be having slits in your brows my darg lol drop it out,C.OL,OL,OL,OL,OL,OL,OL
225,1,2620,@###### She's a cunt,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
225,1,2620,@###### She's a cunt,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
225,1,2620,@###### She's a cunt,C.HS,NH,NH,NH,NH,NH,NH
225,1,2620,@###### She's a cunt,C.OL,OL,OL,OL,OL,OL,OL
225,2,1267,@###### Screw the ragheads.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
225,2,1267,@###### Screw the ragheads.,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
225,2,1267,@###### Screw the ragheads.,C.HS,HS,HS,HS,HS,HS,HS
225,2,1267,@###### Screw the ragheads.,C.OL,OL,OL,OL,OL,OL,OL
225,3,755,&#8220;@###### Niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so I heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
225,3,755,&#8220;@###### Niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so I heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
225,3,755,&#8220;@###### Niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so I heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;,C.HS,HS,HS,HS,HS,HS,HS
225,3,755,&#8220;@###### Niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so I heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;,C.OL,OL,OL,OL,OL,OL,OL
225,4,2090,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
225,4,2090,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
225,4,2090,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",C.HS,HS,NH,HS,HS,NH,HS
225,4,2090,"none of them 3 bitches look like dey ca boil a egg, but working at buds broiler....",C.OL,OL,OL,OL,OL,OL,OL
225,5,2392,"What these bitches want from a nigga?, like on some DMX shit",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
225,5,2392,"What these bitches want from a nigga?, like on some DMX shit",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
225,5,2392,"What these bitches want from a nigga?, like on some DMX shit",C.HS,NH,NH,NH,NH,NH,NH
225,5,2392,"What these bitches want from a nigga?, like on some DMX shit",C.OL,OL,OL,OL,OL,OL,OL
225,6,102,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
225,6,102,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
225,6,102,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",C.HS,HS,HS,HS,HS,HS,HS
225,6,102,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.",C.OL,OL,OL,OL,OL,OL,OL
226,1,1152,"""captain save a hoe"" is the most annoying phrase",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
226,1,1152,"""captain save a hoe"" is the most annoying phrase",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
226,1,1152,"""captain save a hoe"" is the most annoying phrase",C.HS,NH,NH,NH,NH,NH,NH
226,1,1152,"""captain save a hoe"" is the most annoying phrase",C.OL,OL,OL,OL,OL,OL,OL
226,2,2045,"""@###### @###### Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
226,2,2045,"""@###### @###### Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",B,"NH, OL","HS, OL","NH, OL","NH, OL","HS, OL","NH, OL"
226,2,2045,"""@###### @###### Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",C.HS,NH,NH,HS,NH,NH,HS
226,2,2045,"""@###### @###### Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",C.OL,OL,OL,OL,OL,OL,OL
226,3,1966,"@###### That's why I'm partially glad that I have to say ""Hi ho, Kermit the Frog here"" to slip into my Kermit voice well.",A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
226,3,1966,"@###### That's why I'm partially glad that I have to say ""Hi ho, Kermit the Frog here"" to slip into my Kermit voice well.",B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
226,3,1966,"@###### That's why I'm partially glad that I have to say ""Hi ho, Kermit the Frog here"" to slip into my Kermit voice well.",C.HS,NH,NH,NH,NH,NH,NH
226,3,1966,"@###### That's why I'm partially glad that I have to say ""Hi ho, Kermit the Frog here"" to slip into my Kermit voice well.",C.OL,NO,NO,NO,NO,NO,NO
226,4,2302,dumb ugly stupid bullshit ass bitch &#128074;&#128074;&#128074;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
226,4,2302,dumb ugly stupid bullshit ass bitch &#128074;&#128074;&#128074;,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
226,4,2302,dumb ugly stupid bullshit ass bitch &#128074;&#128074;&#128074;,C.HS,NH,NH,NH,NH,NH,NH
226,4,2302,dumb ugly stupid bullshit ass bitch &#128074;&#128074;&#128074;,C.OL,OL,OL,OL,OL,OL,OL
226,5,134,@###### @###### I'm not a liberal &amp; I support changing the name. It transcends standard political grandstanding.,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
226,5,134,@###### @###### I'm not a liberal &amp; I support changing the name. It transcends standard political grandstanding.,B,"NH, NO","NH, OL","NH, NO","NH, NO","NH, OL","NH, NO"
226,5,134,@###### @###### I'm not a liberal &amp; I support changing the name. It transcends standard political grandstanding.,C.HS,NH,NH,NH,NH,NH,NH
226,5,134,@###### @###### I'm not a liberal &amp; I support changing the name. It transcends standard political grandstanding.,C.OL,NO,OL,NO,NO,OL,NO
226,6,717,RT @###### Fucking nosey ass bitch I swear lol,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
226,6,717,RT @###### Fucking nosey ass bitch I swear lol,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
226,6,717,RT @###### Fucking nosey ass bitch I swear lol,C.HS,NH,NH,NH,NH,NH,NH
226,6,717,RT @###### Fucking nosey ass bitch I swear lol,C.OL,OL,OL,OL,OL,OL,OL
227,1,1607,"#TweetLikePontiacHolmes&#160;I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
227,1,1607,"#TweetLikePontiacHolmes&#160;I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
227,1,1607,"#TweetLikePontiacHolmes&#160;I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga",C.HS,NH,HS,HS,NH,HS,HS
227,1,1607,"#TweetLikePontiacHolmes&#160;I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga",C.OL,OL,OL,OL,OL,OL,OL
227,2,2621,I'm definitely watching that mook/ lux battle today damn it!!!,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
227,2,2621,I'm definitely watching that mook/ lux battle today damn it!!!,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
227,2,2621,I'm definitely watching that mook/ lux battle today damn it!!!,C.HS,NH,NH,NH,NH,NH,NH
227,2,2621,I'm definitely watching that mook/ lux battle today damn it!!!,C.OL,OL,OL,OL,OL,OL,OL
227,3,2097,"RT @###### Remember the ""yellow badge"" Nazis used? Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h&#8230;",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
227,3,2097,"RT @###### Remember the ""yellow badge"" Nazis used? Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h&#8230;",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
227,3,2097,"RT @###### Remember the ""yellow badge"" Nazis used? Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h&#8230;",C.HS,HS,HS,HS,HS,HS,HS
227,3,2097,"RT @###### Remember the ""yellow badge"" Nazis used? Israel is making Muslim women carry a yellow badge order to pray in Al-Aqsa.
h&#8230;",C.OL,OL,OL,OL,OL,OL,OL
227,4,509,"&#8220;@###### I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
227,4,509,"&#8220;@###### I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @",B,"NH, OL","NH, OL","HS, OL","NH, OL","NH, OL","HS, OL"
227,4,509,"&#8220;@###### I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @",C.HS,NH,NH,NH,NH,NH,NH
227,4,509,"&#8220;@###### I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @",C.OL,OL,OL,OL,OL,OL,OL
227,5,1480,@###### fuck Miley tranny looking now damn ass nigga,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
227,5,1480,@###### fuck Miley tranny looking now damn ass nigga,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
227,5,1480,@###### fuck Miley tranny looking now damn ass nigga,C.HS,HS,HS,HS,HS,HS,HS
227,5,1480,@###### fuck Miley tranny looking now damn ass nigga,C.OL,OL,OL,OL,OL,OL,OL
227,6,1754,RT @###### @###### dude I had a video of these birds at my work fuckin,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
227,6,1754,RT @###### @###### dude I had a video of these birds at my work fuckin,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
227,6,1754,RT @###### @###### dude I had a video of these birds at my work fuckin,C.HS,NH,NH,NH,NH,NH,NH
227,6,1754,RT @###### @###### dude I had a video of these birds at my work fuckin,C.OL,OL,OL,OL,OL,OL,OL
228,1,2267,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
228,1,2267,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
228,1,2267,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk,C.HS,NH,NH,NH,NH,NH,NH
228,1,2267,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk,C.OL,OL,OL,OL,OL,OL,OL
228,2,2909,Damn @###### &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
228,2,2909,Damn @###### &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
228,2,2909,Damn @###### &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;,C.HS,HS,HS,HS,HS,HS,HS
228,2,2909,Damn @###### &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;,C.OL,OL,OL,OL,OL,OL,OL
228,3,2785,@###### haha yeah they do say im a little bitch,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
228,3,2785,@###### haha yeah they do say im a little bitch,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
228,3,2785,@###### haha yeah they do say im a little bitch,C.HS,NH,NH,NH,NH,NH,NH
228,3,2785,@###### haha yeah they do say im a little bitch,C.OL,OL,OL,OL,OL,OL,OL
228,4,2152,@###### you a fag b,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
228,4,2152,@###### you a fag b,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
228,4,2152,@###### you a fag b,C.HS,HS,HS,HS,HS,HS,HS
228,4,2152,@###### you a fag b,C.OL,OL,OL,OL,OL,OL,OL
228,5,2475,I never played a bitch... But bitches most definitely played they self,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
228,5,2475,I never played a bitch... But bitches most definitely played they self,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
228,5,2475,I never played a bitch... But bitches most definitely played they self,C.HS,NH,NH,NH,NH,NH,NH
228,5,2475,I never played a bitch... But bitches most definitely played they self,C.OL,OL,OL,OL,OL,OL,OL
228,6,2855,"RT @###### Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
228,6,2855,"RT @###### Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
228,6,2855,"RT @###### Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;",C.HS,NH,NH,NH,NH,NH,NH
228,6,2855,"RT @###### Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;",C.OL,OL,OL,OL,OL,OL,OL
229,1,1195,@###### yall defense too trash for that &#128514;&#128514;&#128514;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
229,1,1195,@###### yall defense too trash for that &#128514;&#128514;&#128514;,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
229,1,1195,@###### yall defense too trash for that &#128514;&#128514;&#128514;,C.HS,NH,NH,NH,NH,NH,NH
